Dominio;Evento;Datos;Ubicación;Fecha;Velocidad;Latitud;Longitud;
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.80 km Mainque, General Roca,Río Negro,Argentina ";"2019-05-26 14:47:56";"77";"-39,07221";"-67,29033";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.11 km Mainque, General Roca,Río Negro,Argentina ";"2019-05-26 14:47:26";"77";"-39,07317";"-67,2827";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 0.83 km Mainque, General Roca,Río Negro,Argentina ";"2019-05-26 14:46:55";"76";"-39,07408";"-67,27533";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.19 km Mainque, General Roca,Río Negro,Argentina ";"2019-05-26 14:46:26";"74";"-39,07489";"-67,26852";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.90 km Mainque, General Roca,Río Negro,Argentina ";"2019-05-26 14:45:55";"77";"-39,07583";"-67,26098";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.59 km Mainque, General Roca,Río Negro,Argentina ";"2019-05-26 14:45:26";"65";"-39,07665";"-67,25432";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.17 km Mainque, General Roca,Río Negro,Argentina ";"2019-05-26 14:44:55";"38";"-39,07725";"-67,24891";""
"AA599MH";"Reporte por tiempo";"";"S/N & Avenida Juan Domingo Perón, Ingeniero Luis A Huergo,General Roca,Río Negro,Argentina ";"2019-05-26 14:44:25";"31";"-39,07761";"-67,24592";""
"AA599MH";"Reporte por tiempo";"";"S/N & Avenida Juan Domingo Perón, Ingeniero Luis A Huergo,General Roca,Río Negro,Argentina ";"2019-05-26 14:43:56";"25";"-39,07793";"-67,24327";""
"AA599MH";"Reporte por tiempo";"";"S/N & Avenida Juan Domingo Perón, Ingeniero Luis A Huergo,General Roca,Río Negro,Argentina ";"2019-05-26 14:43:25";"14";"-39,07815";"-67,24135";""
"AA599MH";"Reporte por tiempo";"";"S/N & RN22, Ingeniero Luis A Huergo,General Roca,Río Negro,Argentina ";"2019-05-26 14:42:56";"47";"-39,07846";"-67,23884";""
"AA599MH";"Reporte por tiempo";"";"RN22, Ingeniero Luis A Huergo,General Roca,Río Negro,Argentina ";"2019-05-26 14:42:25";"66";"-39,07924";"-67,23325";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Bolivia, Ingeniero Luis A Huergo,General Roca,Río Negro,Argentina ";"2019-05-26 14:41:55";"74";"-39,08009";"-67,22648";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.47 km Igr.luis A. Huergo, General Roca,Río Negro,Argentina ";"2019-05-26 14:41:26";"72";"-39,08097";"-67,21948";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.14 km Igr.luis A. Huergo, General Roca,Río Negro,Argentina ";"2019-05-26 14:40:56";"72";"-39,08185";"-67,21232";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.08 km Igr.luis A. Huergo, General Roca,Río Negro,Argentina ";"2019-05-26 14:40:26";"71";"-39,08265";"-67,20575";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.29 km Igr.luis A. Huergo, General Roca,Río Negro,Argentina ";"2019-05-26 14:39:55";"63";"-39,0835";"-67,19891";""
"AA599MH";"Reporte por tiempo";"";"S/N a 2.70 km Igr.luis A. Huergo, General Roca,Río Negro,Argentina ";"2019-05-26 14:39:25";"44";"-39,08515";"-67,19409";""
"AA599MH";"Cambio de curso";"";"S/N a 2.79 km Igr.luis A. Huergo, General Roca,Río Negro,Argentina ";"2019-05-26 14:39:17";"38";"-39,0854";"-67,19307";""
"AA599MH";"Reporte por tiempo";"";"S/N a 2.94 km Igr.luis A. Huergo, General Roca,Río Negro,Argentina ";"2019-05-26 14:38:56";"36";"-39,08541";"-67,19036";""
"AA599MH";"Reporte por tiempo";"";"S/N a 2.98 km Igr.luis A. Huergo, General Roca,Río Negro,Argentina ";"2019-05-26 14:38:26";"14";"-39,08455";"-67,18819";""
"AA599MH";"Reporte por tiempo";"";"S/N a 2.99 km Igr.luis A. Huergo, General Roca,Río Negro,Argentina ";"2019-05-26 14:37:55";"44";"-39,08357";"-67,18654";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.95 km Igr.luis A. Huergo, General Roca,Río Negro,Argentina ";"2019-05-26 14:37:25";"67";"-39,07993";"-67,18294";""
"AA599MH";"Cambio de curso";"";"RN22 a 2.95 km Igr.luis A. Huergo, General Roca,Río Negro,Argentina ";"2019-05-26 14:37:25";"67";"-39,0798";"-67,1828";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.90 km Gral E.godoy, General Roca,Río Negro,Argentina ";"2019-05-26 14:36:56";"72";"-39,07866";"-67,17675";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.41 km Gral E.godoy, General Roca,Río Negro,Argentina ";"2019-05-26 14:36:25";"66";"-39,07983";"-67,1701";""
"AA599MH";"Reporte por tiempo";"";"S/N & RN22, General Enrique Godoy,General Roca,Río Negro,Argentina ";"2019-05-26 14:35:56";"47";"-39,08072";"-67,16486";""
"AA599MH";"Reporte por tiempo";"";"S/N a 2.01 km Gral E.godoy, General Roca,Río Negro,Argentina ";"2019-05-26 14:35:25";"28";"-39,08154";"-67,16134";""
"AA599MH";"Reporte por tiempo";"";"S/N a 1.97 km Gral E.godoy, General Roca,Río Negro,Argentina ";"2019-05-26 14:34:55";"20";"-39,08201";"-67,15924";""
"AA599MH";"Reporte por tiempo";"";"S/N a 1.97 km Gral E.godoy, General Roca,Río Negro,Argentina ";"2019-05-26 14:34:26";"30";"-39,08241";"-67,15701";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.07 km Gral E.godoy, General Roca,Río Negro,Argentina ";"2019-05-26 14:33:55";"71";"-39,08335";"-67,15226";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.45 km Gral E.godoy, General Roca,Río Negro,Argentina ";"2019-05-26 14:33:26";"74";"-39,08429";"-67,14566";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.01 km Gral E.godoy, General Roca,Río Negro,Argentina ";"2019-05-26 14:32:55";"75";"-39,08559";"-67,13842";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.65 km Gral E.godoy, General Roca,Río Negro,Argentina ";"2019-05-26 14:32:25";"71";"-39,08678";"-67,13152";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.32 km Gral E.godoy, General Roca,Río Negro,Argentina ";"2019-05-26 14:31:56";"78";"-39,08805";"-67,12471";""
"AA599MH";"Reporte por tiempo";"";"RN22, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:31:25";"74";"-39,08939";"-67,11753";""
"AA599MH";"Reporte por tiempo";"";"RN22, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:30:56";"76";"-39,08882";"-67,11053";""
"AA599MH";"Reporte por tiempo";"";"RN22, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:30:26";"66";"-39,08739";"-67,10354";""
"AA599MH";"Reporte por tiempo";"";"RN22, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:29:55";"43";"-39,08689";"-67,09829";""
"AA599MH";"Cambio de curso";"";"RN22, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:29:55";"43";"-39,08689";"-67,09829";""
"AA599MH";"Reporte por tiempo";"";"RN22, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:29:26";"0";"-39,08739";"-67,09595";""
"AA599MH";"Reporte por tiempo";"";"RN22, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:28:56";"47";"-39,0878";"-67,0945";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Julio Argentino Roca, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:28:26";"50";"-39,08935";"-67,08975";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Av. Rivadavia, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:27:55";"23";"-39,09192";"-67,08784";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Balcarce, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:27:25";"36";"-39,094";"-67,08754";""
"AA599MH";"Cambio de curso";"";"RN22 & Cipolletti, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:27:00";"41";"-39,09628";"-67,08637";""
"AA599MH";"Reporte por tiempo";"";"RN22, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:26:56";"40";"-39,09666";"-67,08617";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Av. San Martín, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:26:26";"0";"-39,09803";"-67,08467";""
"AA599MH";"Reporte por tiempo";"";"RN22, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:25:55";"35";"-39,09836";"-67,08376";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Ingeniero Bonoli, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:25:25";"44";"-39,09832";"-67,07985";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Av. General Paz, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:24:56";"39";"-39,09788";"-67,07545";""
"AA599MH";"Reporte por tiempo";"";"RN22, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:24:25";"57";"-39,0979";"-67,0708";""
"AA599MH";"Reporte por tiempo";"";"RN22, Villa Regina,General Roca,Río Negro,Argentina ";"2019-05-26 14:23:56";"59";"-39,09923";"-67,06568";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.83 km Villa Regina, General Roca,Río Negro,Argentina ";"2019-05-26 14:23:26";"72";"-39,0998";"-67,05902";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.31 km Villa Regina, General Roca,Río Negro,Argentina ";"2019-05-26 14:22:55";"72";"-39,10023";"-67,05202";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.15 km Villa Regina, General Roca,Río Negro,Argentina ";"2019-05-26 14:22:26";"72";"-39,10064";"-67,04526";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.45 km Villa Regina, General Roca,Río Negro,Argentina ";"2019-05-26 14:21:55";"72";"-39,10116";"-67,03807";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.99 km Villa Regina, General Roca,Río Negro,Argentina ";"2019-05-26 14:21:26";"75";"-39,10174";"-67,03135";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.73 km Villa Regina, General Roca,Río Negro,Argentina ";"2019-05-26 14:20:56";"77";"-39,10242";"-67,02373";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.40 km Villa Regina, General Roca,Río Negro,Argentina ";"2019-05-26 14:20:25";"74";"-39,10426";"-67,01692";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.79 km Villa Alberdi, General Roca,Río Negro,Argentina ";"2019-05-26 14:19:56";"74";"-39,10648";"-67,01073";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.10 km Villa Alberdi, General Roca,Río Negro,Argentina ";"2019-05-26 14:19:25";"75";"-39,10832";"-67,0036";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.57 km Villa Alberdi, General Roca,Río Negro,Argentina ";"2019-05-26 14:18:56";"73";"-39,10967";"-66,99672";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.85 km Otto Krause, General Roca,Río Negro,Argentina ";"2019-05-26 14:18:26";"74";"-39,11086";"-66,98957";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.10 km Otto Krause, General Roca,Río Negro,Argentina ";"2019-05-26 14:17:55";"74";"-39,11159";"-66,9824";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.44 km Otto Krause, General Roca,Río Negro,Argentina ";"2019-05-26 14:17:26";"74";"-39,11244";"-66,97565";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.82 km Otto Krause, General Roca,Río Negro,Argentina ";"2019-05-26 14:16:56";"71";"-39,11347";"-66,96862";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.31 km Otto Krause, General Roca,Río Negro,Argentina ";"2019-05-26 14:16:25";"73";"-39,11448";"-66,96172";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.99 km Otto Krause, General Roca,Río Negro,Argentina ";"2019-05-26 14:15:55";"74";"-39,11557";"-66,95461";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.13 km Otto Krause, General Roca,Río Negro,Argentina ";"2019-05-26 14:15:25";"72";"-39,11778";"-66,94809";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.53 km Otto Krause, General Roca,Río Negro,Argentina ";"2019-05-26 14:14:56";"71";"-39,1201";"-66,94189";""
"AA599MH";"Cambio de curso";"";"RN22 a 2.89 km Otto Krause, General Roca,Río Negro,Argentina ";"2019-05-26 14:14:35";"62";"-39,12161";"-66,93756";""
"AA599MH";"Fin de detenido";"";"RN22 a 2.98 km Otto Krause, General Roca,Río Negro,Argentina ";"2019-05-26 14:14:26";"55";"-39,12173";"-66,93585";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.98 km Otto Krause, General Roca,Río Negro,Argentina ";"2019-05-26 14:14:26";"55";"-39,12173";"-66,93585";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.99 km Otto Krause, General Roca,Río Negro,Argentina ";"2019-05-26 14:13:55";"38";"-39,11998";"-66,93176";""
"AA599MH";"Reporte por tiempo";"";"RN22, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:13:25";"7";"-39,11852";"-66,93074";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:12:56";"0";"-39,11724";"-66,93023";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:12:25";"0";"-39,11691";"-66,93015";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:11:55";"0";"-39,11691";"-66,93015";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:11:25";"0";"-39,11691";"-66,93015";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:10:56";"0";"-39,11691";"-66,93015";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:10:25";"0";"-39,11691";"-66,93015";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:09:56";"0";"-39,11691";"-66,93015";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:09:26";"0";"-39,11691";"-66,93014";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:08:55";"0";"-39,11691";"-66,93014";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:08:26";"0";"-39,11691";"-66,93014";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:07:56";"0";"-39,11691";"-66,93014";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:07:26";"0";"-39,11691";"-66,93014";""
"AA599MH";"Inicio de detenido";" | 00:07:14";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:07:12";"0";"-39,11691";"-66,93014";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:06:55";"0";"-39,11691";"-66,93014";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:06:26";"0";"-39,11691";"-66,93014";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:05:56";"0";"-39,11691";"-66,93014";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:05:26";"0";"-39,11691";"-66,93014";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 6, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:04:55";"22";"-39,11631";"-66,92988";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Calle 5, Chichinales,General Roca,Río Negro,Argentina ";"2019-05-26 14:04:26";"38";"-39,11469";"-66,92913";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.50 km Otto Krause, General Roca,Río Negro,Argentina ";"2019-05-26 14:03:56";"49";"-39,11146";"-66,92772";""
"AA599MH";"Cambio de curso";"";"RN22 a 2.51 km Otto Krause, General Roca,Río Negro,Argentina ";"2019-05-26 14:03:32";"67";"-39,10819";"-66,92576";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.60 km Otto Krause, General Roca,Río Negro,Argentina ";"2019-05-26 14:03:25";"68";"-39,10738";"-66,92465";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.24 km Otto Krause, General Roca,Río Negro,Argentina ";"2019-05-26 14:02:56";"70";"-39,10588";"-66,91843";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.81 km Chichinales, General Roca,Río Negro,Argentina ";"2019-05-26 14:02:25";"73";"-39,10597";"-66,91175";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.86 km Chichinales, General Roca,Río Negro,Argentina ";"2019-05-26 14:01:56";"71";"-39,10553";"-66,90514";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.20 km Chichinales, General Roca,Río Negro,Argentina ";"2019-05-26 14:01:26";"63";"-39,10395";"-66,89886";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.67 km Chichinales, General Roca,Río Negro,Argentina ";"2019-05-26 14:00:55";"65";"-39,10192";"-66,89294";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 5.27 km Chichinales, General Roca,Río Negro,Argentina ";"2019-05-26 14:00:25";"68";"-39,09907";"-66,88779";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 5.91 km Chichinales, General Roca,Río Negro,Argentina ";"2019-05-26 13:59:55";"68";"-39,09637";"-66,882";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 6.48 km Chichinales, General Roca,Río Negro,Argentina ";"2019-05-26 13:59:26";"74";"-39,09478";"-66,87562";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 7.17 km Chichinales, General Roca,Río Negro,Argentina ";"2019-05-26 13:58:56";"76";"-39,09294";"-66,86832";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 7.86 km Chichinales, General Roca,Río Negro,Argentina ";"2019-05-26 13:58:25";"76";"-39,09118";"-66,86128";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 8.58 km Chichinales, General Roca,Río Negro,Argentina ";"2019-05-26 13:57:55";"76";"-39,08941";"-66,85424";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 9.32 km Chichinales, General Roca,Río Negro,Argentina ";"2019-05-26 13:57:26";"77";"-39,08764";"-66,84719";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 10.04 km Chichinales, General Roca,Río Negro,Argentina ";"2019-05-26 13:56:56";"76";"-39,08594";"-66,84039";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 10.83 km Chichinales, General Roca,Río Negro,Argentina ";"2019-05-26 13:56:25";"77";"-39,08412";"-66,83314";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 11.59 km Chichinales, General Roca,Río Negro,Argentina ";"2019-05-26 13:55:56";"74";"-39,08236";"-66,82612";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 12.35 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:55:25";"77";"-39,08057";"-66,81901";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 12.30 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:54:56";"75";"-39,07883";"-66,81207";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 12.31 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:54:26";"77";"-39,07714";"-66,80537";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 12.37 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:53:55";"75";"-39,07535";"-66,7982";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 12.48 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:53:26";"70";"-39,07367";"-66,79151";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 12.64 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:52:55";"77";"-39,07194";"-66,78462";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 12.85 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:52:26";"75";"-39,07024";"-66,77784";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 13.12 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:51:56";"74";"-39,06843";"-66,77069";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 13.41 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:51:25";"75";"-39,06679";"-66,76369";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 13.64 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:50:56";"75";"-39,06591";"-66,75649";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 13.85 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:50:25";"75";"-39,06549";"-66,74924";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 14.08 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:49:56";"71";"-39,06508";"-66,74244";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 14.33 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:49:26";"71";"-39,06502";"-66,73509";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 14.60 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:48:55";"75";"-39,06499";"-66,72804";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 14.93 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:48:25";"74";"-39,06476";"-66,72106";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 15.30 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:47:55";"72";"-39,06434";"-66,71429";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 15.74 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:47:26";"71";"-39,06368";"-66,70742";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 16.30 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:46:56";"75";"-39,06244";"-66,70017";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 16.74 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:46:25";"76";"-39,06244";"-66,69279";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 17.20 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:45:55";"76";"-39,06246";"-66,68541";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 17.70 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:45:26";"76";"-39,06245";"-66,67803";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 18.21 km Valle Azul, General Roca,Río Negro,Argentina ";"2019-05-26 13:44:56";"76";"-39,06234";"-66,6709";""
"AA599MH";"Reporte por tiempo";"";"RN22, General Roca,Río Negro,Argentina ";"2019-05-26 13:44:26";"75";"-39,0618";"-66,66334";""
"AA599MH";"Reporte por tiempo";"";"RN22, General Roca,Río Negro,Argentina ";"2019-05-26 13:43:55";"75";"-39,06126";"-66,65598";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 13.37 km Chelforo, General Roca,Río Negro,Argentina ";"2019-05-26 13:43:25";"71";"-39,06073";"-66,6488";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 12.59 km Chelforo, General Roca,Río Negro,Argentina ";"2019-05-26 13:42:56";"77";"-39,0602";"-66,64161";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 11.82 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:42:25";"74";"-39,05997";"-66,63453";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 11.00 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:41:55";"77";"-39,06103";"-66,62729";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 10.18 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:41:26";"77";"-39,0621";"-66,62008";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 9.37 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:40:55";"76";"-39,06363";"-66,61303";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 8.61 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:40:26";"72";"-39,06635";"-66,60663";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 7.90 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:39:55";"67";"-39,06889";"-66,60062";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 7.17 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:39:25";"76";"-39,0713";"-66,59428";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 6.39 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:38:56";"74";"-39,07357";"-66,58747";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 5.67 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:38:25";"70";"-39,07571";"-66,58094";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 5.02 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:37:56";"66";"-39,07795";"-66,5749";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.45 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:37:26";"57";"-39,08031";"-66,5693";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.99 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:36:55";"58";"-39,08211";"-66,56453";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.49 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:36:26";"72";"-39,08423";"-66,55882";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.00 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:35:55";"77";"-39,08647";"-66,55221";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.40 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:35:26";"77";"-39,08666";"-66,545";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.97 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:34:56";"78";"-39,08711";"-66,53739";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.80 km Chelforo, Avellaneda,Río Negro,Argentina ";"2019-05-26 13:34:25";"77";"-39,08717";"-66,53009";""
