Dominio;Evento;Datos;Ubicación;Fecha;Velocidad;Latitud;Longitud;
"AA599MH";"Reporte por tiempo";"";"S/N a 7.93 km Neuquen, Confluencia,Neuquén,Argentina ";"2019-05-26 16:05:57";"49";"-38,91672";"-68,08068";""
"AA599MH";"Reporte por tiempo";"";"S/N a 7.91 km Neuquen, Confluencia,Neuquén,Argentina ";"2019-05-26 16:05:27";"42";"-38,91547";"-68,07655";""
"AA599MH";"Reporte por tiempo";"";"S/N a 7.99 km Neuquen, Confluencia,Neuquén,Argentina ";"2019-05-26 16:04:56";"45";"-38,91378";"-68,07303";""
"AA599MH";"Cambio de curso";"";"S/N a 7.71 km Ferry, Confluencia,Neuquén,Argentina ";"2019-05-26 16:04:32";"53";"-38,91197";"-68,06976";""
"AA599MH";"Reporte por tiempo";"";"S/N a 7.60 km Ferry, Confluencia,Neuquén,Argentina ";"2019-05-26 16:04:26";"54";"-38,91139";"-68,06904";""
"AA599MH";"Reporte por tiempo";"";"S/N a 7.05 km Ferry, Confluencia,Neuquén,Argentina ";"2019-05-26 16:03:57";"69";"-38,91141";"-68,06346";""
"AA599MH";"Reporte por tiempo";"";"S/N a 6.78 km Ferry, Confluencia,Neuquén,Argentina ";"2019-05-26 16:03:27";"58";"-38,9142";"-68,05853";""
"AA599MH";"Reporte por tiempo";"";"S/N a 6.54 km Ferry, Confluencia,Neuquén,Argentina ";"2019-05-26 16:02:56";"39";"-38,91607";"-68,0541";""
"AA599MH";"Reporte por tiempo";"";"Ruta en CONSTRUCCION a 6.10 km Ferry, Confluencia,Neuquén,Argentina ";"2019-05-26 16:02:26";"62";"-38,91613";"-68,04897";""
"AA599MH";"Reporte por tiempo";"";"Variante Ruta Nacional 22 a 5.67 km Ferry, General Roca,Río Negro,Argentina ";"2019-05-26 16:01:56";"43";"-38,91612";"-68,04357";""
"AA599MH";"Reporte por tiempo";"";"Variante Ruta Nacional 22 a 5.42 km Ferry, General Roca,Río Negro,Argentina ";"2019-05-26 16:01:27";"42";"-38,91612";"-68,0403";""
"AA599MH";"Reporte por tiempo";"";"Variante Ruta Nacional 22 a 5.01 km Ferry, General Roca,Río Negro,Argentina ";"2019-05-26 16:00:57";"73";"-38,91611";"-68,0346";""
"AA599MH";"Reporte por tiempo";"";"Variante Ruta Nacional 22 a 4.58 km Ferry, General Roca,Río Negro,Argentina ";"2019-05-26 16:00:26";"69";"-38,91613";"-68,02726";""
"AA599MH";"Reporte por tiempo";"";"Variante Ruta Nacional 22 a 4.29 km Ferry, General Roca,Río Negro,Argentina ";"2019-05-26 15:59:57";"54";"-38,91599";"-68,02144";""
"AA599MH";"Cambio de curso";"";"Rotonda Acceso Norte & RN151, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:59:32";"29";"-38,91582";"-68,01809";""
"AA599MH";"Reporte por tiempo";"";"Rotonda Acceso Norte & RN151, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:59:26";"32";"-38,91598";"-68,01752";""
"AA599MH";"Reporte por tiempo";"";"RN151, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:58:57";"53";"-38,91786";"-68,01674";""
"AA599MH";"Reporte por tiempo";"";"RN151, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:58:27";"65";"-38,92218";"-68,01476";""
"AA599MH";"Reporte por tiempo";"";"RN151, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:57:56";"64";"-38,92719";"-68,01295";""
"AA599MH";"Reporte por tiempo";"";"RN151, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:57:27";"56";"-38,93164";"-68,01283";""
"AA599MH";"Reporte por tiempo";"";"RN151, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:56:55";"23";"-38,93497";"-68,01284";""
"AA599MH";"Reporte por tiempo";"";"RN151 & Bernardo O'Higgins, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:56:26";"50";"-38,9365";"-68,01282";""
"AA599MH";"Reporte por tiempo";"";"RN151 & Pasaje de los Inmigrantes, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:55:56";"46";"-38,94052";"-68,01226";""
"AA599MH";"Cambio de curso";"";"Rotonda RN151-RN22 & Av. General Pacheco, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:55:27";"32";"-38,94278";"-68,01023";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Rotonda RN151-RN22, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:55:25";"34";"-38,94293";"-68,01014";""
"AA599MH";"Reporte por tiempo";"";"RN22, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:54:56";"52";"-38,9449";"-68,00658";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Estado de Israel, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:54:25";"61";"-38,94728";"-68,00198";""
"AA599MH";"Reporte por tiempo";"";"RN22, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:53:56";"63";"-38,94983";"-67,99701";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Empalem RN22 - Toschi, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:53:26";"60";"-38,95224";"-67,99217";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Colectora Cesar Cipolletti, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:52:55";"62";"-38,95479";"-67,98723";""
"AA599MH";"Reporte por tiempo";"";"RN22, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:52:27";"62";"-38,9573";"-67,98225";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Julio Dante, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:51:57";"59";"-38,95978";"-67,97733";""
"AA599MH";"Reporte por tiempo";"";"RN22, Cipolletti,General Roca,Río Negro,Argentina ";"2019-05-26 15:51:27";"70";"-38,96244";"-67,9719";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.39 km Fernandez Oro, General Roca,Río Negro,Argentina ";"2019-05-26 15:50:56";"69";"-38,96536";"-67,96592";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.00 km Fernandez Oro, General Roca,Río Negro,Argentina ";"2019-05-26 15:50:26";"69";"-38,96807";"-67,9604";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.71 km Fernandez Oro, General Roca,Río Negro,Argentina ";"2019-05-26 15:49:56";"70";"-38,97088";"-67,95465";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.56 km Fernandez Oro, General Roca,Río Negro,Argentina ";"2019-05-26 15:49:27";"63";"-38,97352";"-67,9492";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.53 km Fernandez Oro, General Roca,Río Negro,Argentina ";"2019-05-26 15:48:57";"42";"-38,97563";"-67,94475";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.31 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:48:26";"26";"-38,97666";"-67,94229";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.04 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:47:57";"26";"-38,97765";"-67,94012";""
"AA599MH";"Reporte por tiempo";"";"Acceso Oeste a 2.80 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:47:26";"21";"-38,97857";"-67,93816";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.60 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:46:57";"21";"-38,97937";"-67,93652";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.39 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:46:26";"22";"-38,98021";"-67,93479";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.15 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:45:56";"38";"-38,98123";"-67,93289";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.59 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:45:27";"65";"-38,98354";"-67,92787";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.15 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:44:56";"44";"-38,98577";"-67,92299";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.02 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:44:27";"30";"-38,98687";"-67,92022";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 0.97 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:43:56";"27";"-38,98792";"-67,9179";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.02 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:43:26";"29";"-38,98903";"-67,91552";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.14 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:42:57";"24";"-38,99005";"-67,91333";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.30 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:42:26";"31";"-38,99118";"-67,91117";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 1.87 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:41:57";"75";"-38,99248";"-67,90559";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.67 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:41:27";"73";"-38,9934";"-67,89835";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.40 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:40:56";"57";"-38,99426";"-67,89185";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.86 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:40:27";"29";"-38,99481";"-67,88769";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.16 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:39:56";"26";"-38,99501";"-67,885";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.44 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:39:27";"24";"-38,99536";"-67,88256";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.69 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:38:57";"23";"-38,99565";"-67,8803";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.96 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:38:26";"24";"-38,99596";"-67,8779";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 5.25 km Bo Isla Diez, General Roca,Río Negro,Argentina ";"2019-05-26 15:37:57";"54";"-38,99641";"-67,8753";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 5.21 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:37:27";"76";"-38,99725";"-67,86874";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.58 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:36:56";"76";"-38,99822";"-67,86122";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.05 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:36:26";"75";"-38,99915";"-67,85395";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.02 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:35:56";"73";"-39,00244";"-67,84872";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.30 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:35:26";"69";"-39,0067";"-67,84421";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.58 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:34:56";"52";"-39,01";"-67,84012";""
"AA599MH";"Reporte por tiempo";"";"S/N a 4.57 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:34:25";"19";"-39,01068";"-67,83661";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.57 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:33:55";"65";"-39,01119";"-67,83276";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.67 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:33:26";"77";"-39,01206";"-67,82602";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.91 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:32:56";"77";"-39,01301";"-67,81865";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 5.28 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:32:25";"77";"-39,01399";"-67,81103";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 5.74 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:31:55";"77";"-39,01494";"-67,80366";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 6.28 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:31:25";"77";"-39,0159";"-67,79629";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 6.86 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:30:57";"77";"-39,01682";"-67,78916";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 7.50 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:30:27";"77";"-39,01774";"-67,78177";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 8.20 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:29:56";"77";"-39,01874";"-67,77415";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 8.88 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:29:27";"77";"-39,01966";"-67,76702";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 9.63 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:28:56";"77";"-39,02064";"-67,75939";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 10.34 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:28:27";"77";"-39,02155";"-67,75227";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 11.12 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:27:56";"77";"-39,02254";"-67,74464";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 11.89 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:27:26";"77";"-39,02348";"-67,73726";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 12.63 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:26:57";"77";"-39,02439";"-67,73013";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 13.44 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:26:26";"77";"-39,02536";"-67,7225";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 14.20 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:25:57";"77";"-39,02627";"-67,71536";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 14.99 km Allen, General Roca,Río Negro,Argentina ";"2019-05-26 15:25:27";"77";"-39,02721";"-67,70797";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 15.39 km Paso Cordoba, General Roca,Río Negro,Argentina ";"2019-05-26 15:24:56";"77";"-39,02817";"-67,70033";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 13.25 km Gral Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:24:26";"78";"-39,02911";"-67,69294";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 12.43 km Gral Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:23:56";"77";"-39,03005";"-67,68555";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 11.64 km Gral Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:23:27";"77";"-39,03097";"-67,67842";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 10.83 km Gral Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:22:57";"77";"-39,03191";"-67,67104";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 9.99 km Gral Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:22:25";"77";"-39,03285";"-67,66342";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 9.18 km Gral Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:21:55";"77";"-39,03378";"-67,65604";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 8.41 km Gral Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:21:26";"76";"-39,03467";"-67,64892";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 7.62 km Gral Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:20:56";"76";"-39,03558";"-67,64162";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 6.84 km Gral Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:20:26";"76";"-39,03649";"-67,63432";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Fernando Rajneri, General Roca,Río Negro,Argentina ";"2019-05-26 15:19:55";"68";"-39,03744";"-67,62702";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Ruta Nacional 22, General Roca,Río Negro,Argentina ";"2019-05-26 15:19:25";"66";"-39,0382";"-67,62093";""
"AA599MH";"Reporte por tiempo";"";"Ruta Nacional 22 & Rotonda, General Roca,Río Negro,Argentina ";"2019-05-26 15:18:56";"48";"-39,03871";"-67,61556";""
"AA599MH";"Reporte por tiempo";"";"RN22, General Roca,Río Negro,Argentina ";"2019-05-26 15:18:25";"52";"-39,03942";"-67,61129";""
"AA599MH";"Reporte por tiempo";"";"RN22, General Roca,Río Negro,Argentina ";"2019-05-26 15:17:56";"59";"-39,04009";"-67,60609";""
"AA599MH";"Reporte por tiempo";"";"RN22, General Roca,Río Negro,Argentina ";"2019-05-26 15:17:25";"65";"-39,04085";"-67,60006";""
"AA599MH";"Reporte por tiempo";"";"RN22 & San Juan, General Roca,Río Negro,Argentina ";"2019-05-26 15:16:55";"54";"-39,04159";"-67,59413";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Juan Domingo Peron, General Roca,Río Negro,Argentina ";"2019-05-26 15:16:26";"19";"-39,04203";"-67,59055";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Juan Domingo Peron, General Roca,Río Negro,Argentina ";"2019-05-26 15:15:55";"0";"-39,04208";"-67,59021";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Juan Domingo Peron, General Roca,Río Negro,Argentina ";"2019-05-26 15:15:25";"0";"-39,04208";"-67,59021";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Juan Domingo Peron, General Roca,Río Negro,Argentina ";"2019-05-26 15:14:55";"0";"-39,04208";"-67,59022";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Juan Domingo Peron, General Roca,Río Negro,Argentina ";"2019-05-26 15:14:26";"34";"-39,0423";"-67,58841";""
"AA599MH";"Reporte por tiempo";"";"RN22, General Roca,Río Negro,Argentina ";"2019-05-26 15:13:56";"21";"-39,04267";"-67,58535";""
"AA599MH";"Reporte por tiempo";"";"RN22, General Roca,Río Negro,Argentina ";"2019-05-26 15:13:26";"33";"-39,043";"-67,58286";""
"AA599MH";"Reporte por tiempo";"";"Avenida Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:12:55";"36";"-39,0435";"-67,57923";""
"AA599MH";"Reporte por tiempo";"";"RN22, General Roca,Río Negro,Argentina ";"2019-05-26 15:12:25";"35";"-39,04388";"-67,57566";""
"AA599MH";"Reporte por tiempo";"";"RN22, General Roca,Río Negro,Argentina ";"2019-05-26 15:11:56";"39";"-39,0443";"-67,57237";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Mendoza, General Roca,Río Negro,Argentina ";"2019-05-26 15:11:25";"33";"-39,04478";"-67,56855";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Mendoza, General Roca,Río Negro,Argentina ";"2019-05-26 15:10:56";"12";"-39,04508";"-67,56612";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Mendoza, General Roca,Río Negro,Argentina ";"2019-05-26 15:10:26";"0";"-39,0451";"-67,56591";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Mendoza, General Roca,Río Negro,Argentina ";"2019-05-26 15:09:55";"6";"-39,0451";"-67,56589";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Los Durazneros, General Roca,Río Negro,Argentina ";"2019-05-26 15:09:26";"38";"-39,04547";"-67,563";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Los Durazneros, General Roca,Río Negro,Argentina ";"2019-05-26 15:08:56";"55";"-39,04603";"-67,55865";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Jamaica, General Roca,Río Negro,Argentina ";"2019-05-26 15:08:25";"61";"-39,04709";"-67,55287";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Australia, General Roca,Río Negro,Argentina ";"2019-05-26 15:07:55";"46";"-39,04819";"-67,54778";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Av. General Lorenzo Vintter, General Roca,Río Negro,Argentina ";"2019-05-26 15:07:25";"38";"-39,04912";"-67,54349";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Paviola, General Roca,Río Negro,Argentina ";"2019-05-26 15:06:56";"54";"-39,04979";"-67,54043";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Gustavo Adolfo Becquer, General Roca,Río Negro,Argentina ";"2019-05-26 15:06:26";"64";"-39,05099";"-67,53493";""
"AA599MH";"Reporte por tiempo";"";"RN22, General Roca,Río Negro,Argentina ";"2019-05-26 15:05:55";"77";"-39,05179";"-67,52787";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 6.92 km Gral Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:05:25";"77";"-39,05272";"-67,52048";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 7.67 km Gral Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:04:56";"77";"-39,05362";"-67,51334";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 8.46 km Gral Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:04:26";"77";"-39,05455";"-67,50596";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 9.26 km Gral Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:03:56";"77";"-39,05549";"-67,49857";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 10.09 km Gral Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:03:25";"77";"-39,05645";"-67,49093";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 10.90 km Gral Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:02:55";"77";"-39,05738";"-67,48355";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 11.69 km Gral Roca, General Roca,Río Negro,Argentina ";"2019-05-26 15:02:26";"77";"-39,05828";"-67,47641";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 11.34 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 15:01:55";"77";"-39,05924";"-67,46878";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 10.55 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 15:01:25";"77";"-39,06017";"-67,46139";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 9.80 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 15:00:56";"77";"-39,06108";"-67,45425";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 9.00 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 15:00:25";"74";"-39,06205";"-67,44666";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 8.28 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 14:59:56";"71";"-39,06296";"-67,43972";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 7.53 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 14:59:25";"73";"-39,06088";"-67,43341";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 6.79 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 14:58:55";"77";"-39,05714";"-67,42772";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 6.02 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 14:58:26";"77";"-39,05587";"-67,42101";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 5.22 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 14:57:55";"77";"-39,05686";"-67,41336";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.55 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 14:57:26";"63";"-39,05769";"-67,40674";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.05 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 14:56:56";"37";"-39,05834";"-67,40163";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Río Negro, Cervantes,General Roca,Río Negro,Argentina ";"2019-05-26 14:56:25";"41";"-39,05866";"-67,39915";""
"AA599MH";"Reporte por tiempo";"";"RN22 & Urquiza, Cervantes,General Roca,Río Negro,Argentina ";"2019-05-26 14:55:56";"76";"-39,05937";"-67,39342";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.70 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 14:55:25";"77";"-39,06032";"-67,3858";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.29 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 14:54:56";"77";"-39,06123";"-67,37866";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.12 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 14:54:26";"77";"-39,06211";"-67,37126";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.28 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 14:53:55";"77";"-39,06311";"-67,36363";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.70 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 14:53:25";"77";"-39,06404";"-67,35625";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.28 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 14:52:56";"77";"-39,06494";"-67,34886";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 3.92 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 14:52:26";"77";"-39,06581";"-67,34172";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.67 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 14:51:55";"77";"-39,06673";"-67,33407";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 5.43 km Cervantes, General Roca,Río Negro,Argentina ";"2019-05-26 14:51:25";"77";"-39,06764";"-67,32666";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.93 km Mainque, General Roca,Río Negro,Argentina ";"2019-05-26 14:50:55";"77";"-39,06856";"-67,31925";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 4.20 km Mainque, General Roca,Río Negro,Argentina ";"2019-05-26 14:50:26";"63";"-39,06938";"-67,3127";""
"AA599MH";"Reporte por tiempo";"";"S/N a 3.66 km Mainque, General Roca,Río Negro,Argentina ";"2019-05-26 14:49:56";"37";"-39,06993";"-67,30777";""
"AA599MH";"Reporte por tiempo";"";"S/N a 3.42 km Mainque, General Roca,Río Negro,Argentina ";"2019-05-26 14:49:25";"22";"-39,07021";"-67,30559";""
"AA599MH";"Reporte por tiempo";"";"S/N a 3.11 km Mainque, General Roca,Río Negro,Argentina ";"2019-05-26 14:48:56";"34";"-39,07056";"-67,3028";""
"AA599MH";"Reporte por tiempo";"";"RN22 a 2.54 km Mainque, General Roca,Río Negro,Argentina ";"2019-05-26 14:48:25";"77";"-39,07129";"-67,29747";""
